posting_id,job_title,salary_estimate,company_rating,company_size,founded_year,ownership_type,industry,sector,revenue_band,hourly_flag,employer_provided_flag,lower_salary_k,upper_salary_k,avg_salary_k,job_state,company_age,python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,power_bi,flink,mongo,google_analytics,role_family,seniority,degree_required
239,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,35,62,48.5,CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M
240,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,0,37,52,44.5,TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
242,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,39,66,52.5,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
243,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,167,124.0,PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P
245,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,42,86,64.0,CA,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
246,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),0,0,69,127,98.0,TN,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M
247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,43,70,56.5,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
248,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,40,68,54.0,WI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
250,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,113,81.0,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
251,Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),0,0,75,140,107.5,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
253,Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),3.8,501 - 1000 ,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,0,0,86,139,112.5,IL,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,na,M
254,Data Scientist,$66K-$112K (Glassdoor est.),3.7,10000+ ,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,66,112,89.0,VA,26,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
255,Senior Research Statistician- Data Scientist,$76K-$125K (Glassdoor est.),4.8,1001 - 5000 ,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,76,125,100.5,WI,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
256,"Business Data Analyst, SQL",$44K-$86K (Glassdoor est.),3.8,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,44,86,65.0,NY,19,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
257,Medical Technologist / Clinical Laboratory Scientist,$15-$25 Per Hour(Glassdoor est.),3.4,10000+ ,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,1,0,31,52,41.5,LA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
258,Data Scientist,$53K-$92K (Glassdoor est.),4.3,201 - 500 ,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,0,0,53,92,72.5,TX,22,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M
259,Senior Data Analyst,$44K-$78K (Glassdoor est.),4.8,501 - 1000 ,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),0,0,44,78,61.0,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
260,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),3.4,1001 - 5000 ,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,85,134,109.5,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,na,M
262,Data Engineer,$59K-$110K (Glassdoor est.),3.9,51 - 200 ,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,59,110,84.5,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
263,Data Scientist,$64K-$111K (Glassdoor est.),3.4,51 - 200 ,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),0,0,64,111,87.5,IL,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
264,Data Analyst,$65K-$120K (Glassdoor est.),3.1,1001 - 5000 ,1997,Company - Public,Video Games,Media,$10+ billion (USD),0,0,65,120,92.5,CA,24,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,analyst,na,na
265,Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),3.2,5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,0,60,103,81.5,VA,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
266,Business Intelligence Analyst / Developer,$53K-$105K (Glassdoor est.),4.3,1001 - 5000 ,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,0,0,53,105,79.0,OH,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
267,Lead Data Scientist,$124K-$204K (Glassdoor est.),3.6,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,124,204,164.0,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,P
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),3.9,10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,131,207,169.0,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P
269,Senior Data Scientist,$110K-$174K (Glassdoor est.),3.8,5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,110,174,142.0,CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P
270,Data Analyst,$33K-$62K (Glassdoor est.),2.8,501 - 1000 ,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),0,0,33,62,47.5,CA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
273,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,52,101,76.5,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
274,Data Analyst,$48K-$90K (Glassdoor est.),3.4,51 - 200 ,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,48,90,69.0,CA,8,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
275,Data Analyst,$34K-$64K (Glassdoor est.),4.0,201 - 500 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,0,34,64,49.0,ID,37,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
276,Staff Data Scientist,$132K-$211K (Glassdoor est.),3.5,10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,132,211,171.5,CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
277,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),3.8,501 - 1000 ,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,81,133,107.0,MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
278,System and Data Analyst,$42K-$76K (Glassdoor est.),3.7,201 - 500 ,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,42,76,59.0,NJ,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
281,Data Scientist,$66K-$111K (Glassdoor est.),3.5,201 - 500 ,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,66,111,88.5,IN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
282,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),4.2,10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,74,140,107.0,UT,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
284,Digital Health Data Scientist,$63K-$110K (Glassdoor est.),4.0,10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,63,110,86.5,MA,172,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
285,Data Scientist,$63K-$105K (Glassdoor est.),4.3,51 - 200 ,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),0,0,63,105,84.0,KY,86,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
288,Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),4.7,201 - 500 ,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,91,138,114.5,NY,29,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data analitics,na,M
289,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),3.5,1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,100,190,145.0,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
290,Data Engineer,$62K-$114K (Glassdoor est.),4.4,1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),0,0,62,114,88.0,TN,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
291,Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),4.1,501 - 1000 ,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),0,0,71,129,100.0,IL,20,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
292,Senior Data Analyst,$43K-$80K (Glassdoor est.),2.9,201 - 500 ,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),0,0,43,80,61.5,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M
293,Data Scientist,$74K-$119K (Glassdoor est.),2.5,1001 - 5000 ,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),0,0,74,119,96.5,OR,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
295,Survey Data Analyst,$55K-$97K (Glassdoor est.),4.2,201 - 500 ,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,55,97,76.0,MN,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
296,Data Scientist,$15K-$16K(Employer est.),3.9,1001 - 5000 ,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),0,0,15,16,15.5,NY,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
299,Data Scientist,$61K-$106K (Glassdoor est.),4.3,1 - 50 ,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,61,106,83.5,TX,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,data scientist,na,na
300,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),2.7,51 - 200 ,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,91,149,120.0,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
302,Data Scientist,$127K-$199K (Glassdoor est.),3.9,10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,127,199,163.0,CA,45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
305,Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),3.4,501 - 1000 ,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,74,126,100.0,RI,82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
306,Research Scientist,$33K-$72K (Glassdoor est.),3.8,1001 - 5000 ,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,0,0,33,72,52.5,NE,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
307,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),3.6,5001 - 10000 ,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,0,35,49,42.0,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
308,Junior Data Analyst,$37K-$63K (Glassdoor est.),3.3,501 - 1000 ,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,37,63,50.0,DC,138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,jr,M
309,SQL Data Engineer,$67K-$119K (Glassdoor est.),3.4,201 - 500 ,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,67,119,93.0,TX,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,na,M
310,Data Scientist,$72K-$117K (Glassdoor est.),3.0,1001 - 5000 ,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),0,0,72,117,94.5,OH,134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
311,Senior Data Scientist,$116K-$185K (Glassdoor est.),4.0,5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,116,185,150.5,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P
312,Data Scientist,$78K-$126K (Glassdoor est.),3.7,1001 - 5000 ,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,78,126,102.0,NC,17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,data scientist,na,M
313,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),4.4,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,42,82,62.0,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
314,Analytics Manager,$59K-$116K (Glassdoor est.),4.3,201 - 500 ,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,59,116,87.5,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
316,Clinical Data Scientist,$63K-$105K (Glassdoor est.),4.0,10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,63,105,84.0,CT,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
317,Data Scientist,$109K-$177K (Glassdoor est.),4.0,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,109,177,143.0,VA,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
318,"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),3.2,1 - 50 ,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,116,194,155.0,PA,-1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,M
319,Data Engineer,$48K-$95K (Glassdoor est.),4.2,51 - 200 ,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),0,0,48,95,71.5,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
320,Data Scientist,$83K-$133K (Glassdoor est.),3.9,51 - 200 ,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,83,133,108.0,CA,21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,data scientist,na,M
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,105,198,151.5,CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
323,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),3.6,51 - 200 ,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,31,72,51.5,CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,na,na
324,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,98,182,140.0,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
325,Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,201 - 500 ,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55,100,77.5,NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
326,Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),4.2,501 - 1000 ,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,45,82,63.5,ID,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
328,Data Scientist,$83K-$135K (Glassdoor est.),4.0,1 - 50 ,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,83,135,109.0,CA,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
330,Data Scientist,$70K-$122K (Glassdoor est.),3.5,5001 - 10000 ,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),0,0,70,122,96.0,TN,171,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,data scientist,na,M
331,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,-1.0,51 - 200 ,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,1,200,250,225.0,CA,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,na
332,Data Engineer,$70K-$132K (Glassdoor est.),3.2,1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),0,0,70,132,101.0,CA,13,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,na,na
333,Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,1001 - 5000 ,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,73,124,98.5,NJ,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
334,Data Engineer I - Azure,$54K-$101K (Glassdoor est.),3.9,1001 - 5000 ,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),0,0,54,101,77.5,IA,73,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
335,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,117,206,161.5,MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
337,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),3.6,1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,43,70,56.5,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
339,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),3.4,1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,111,183,147.0,NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,sr,na
341,Data Scientist,$68K-$112K (Glassdoor est.),3.5,10000+ ,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,0,0,68,112,90.0,CA,24,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,data scientist,na,na
342,Information Security Data Analyst,$42K-$74K (Glassdoor est.),4.3,501 - 1000 ,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),0,0,42,74,58.0,NJ,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
344,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),4.1,501 - 1000 ,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,44,78,61.0,MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
346,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),2.6,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,159,120.0,PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,na,P
347,Data Scientist,$95K-$161K (Glassdoor est.),3.6,1001 - 5000 ,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),0,0,95,161,128.0,NY,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
348,Data Scientist,$75K-$124K (Glassdoor est.),3.5,1001 - 5000 ,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),0,0,75,124,99.5,OR,69,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,data scientist,na,na
349,Data Scientist,$72K-$120K (Glassdoor est.),3.6,1001 - 5000 ,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),0,0,72,120,96.0,MI,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
350,Data Scientist,$76K-$126K (Glassdoor est.),2.3,201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,76,126,101.0,DC,18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
351,Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,114,182,148.0,CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
352,"Data Scientist, Senior",$108K-$176K (Glassdoor est.),4.0,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,108,176,142.0,VA,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,sr,na
353,Senior Data Scientist,$130K-$208K (Glassdoor est.),4.1,1 - 50 ,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,0,0,130,208,169.0,CA,14,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,data scientist,sr,M
354,"VP, Data Science",$83K-$166K (Glassdoor est.),3.2,1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),0,0,83,166,124.5,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
355,Radar Data Analyst,$42K-$76K (Glassdoor est.),4.7,51 - 200 ,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),0,0,42,76,59.0,AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
356,CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K (Glassdoor est.),4.2,51 - 200 ,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,37,68,52.5,CA,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data analitics,na,na
357,Data Engineer,$52K-$99K (Glassdoor est.),4.6,501 - 1000 ,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,52,99,75.5,TX,39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,na,na
358,Senior Data Scientist,$105K-$173K (Glassdoor est.),3.7,10000+ ,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),0,0,105,173,139.0,NY,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
362,"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K (Glassdoor est.),3.7,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,71,134,102.5,MA,240,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,data engineer,na,na
364,Staff Scientist,$39K-$82K (Glassdoor est.),4.4,201 - 500 ,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),0,0,39,82,60.5,SC,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
366,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),3.7,5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,114,179,146.5,MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K (Glassdoor est.),3.9,10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,88,162,125.0,CA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
